운영우선순위,최종순위,채널ID,채널명,대표상위세그먼트,대표하위세그먼트,채널구독자수,최근영상조회수평균,최근영상참여율평균,최종점수,채널력점수,성장성점수,팬밀도점수,라이브친화점수,실전성점수,액션버킷,shortlist_선정여부,shortlist_유형,추천사유,주의사유,자동판정근거,변화요약
1349,1404,UCyHvSKT_bLDYpkv1JjjsLAg,풍월량,게임 실황형,명일방주,525000.0,88563.2,0.0154106996844041,0.4894738718970813,0.6078428725701944,0.5050620870913147,0.2478401727861771,0.4203721168874098,0.88208,보류,False,,성장성 신뢰도 양호,수집 영상 수 부족,"최종=0.489, 채널력=0.608, 성장성=0.505, 팬밀도=0.248, 라이브=0.420, 실전성=0.882, 운영제외리스크=0.000, 검증필요리스크=0.224",순위 100단계 상승 / 최종점수 +0.014 / 성장성 +0.001
1350,1405,UCRu8NwYpMXR8ihRab8IIK0w,이뮤,음악·보이스형,보컬로이드JPOP커버,1920.0,1487.7,0.0348289983157496,0.4894653853131749,0.2255804535637148,0.5,0.6285097192224622,0.3960583153347732,0.97536,보류,False,,뚜렷한 강점 신호 부족,성장성 신뢰도 낮음,"최종=0.489, 채널력=0.226, 성장성=0.500, 팬밀도=0.629, 라이브=0.396, 실전성=0.975, 운영제외리스크=0.000, 검증필요리스크=0.308",순위 7단계 하락 / 최종점수 -0.001
1351,1406,UCNzwhJYKBeSTgcxkkIn3tZg,미랑,창작·비주얼형,코스프레,1410.0,5483.1,0.018333271757025,0.4892999585313174,0.4919816414686824,0.5,0.3153347732181425,0.3960583153347732,0.98432,보류,False,,뚜렷한 강점 신호 부족,성장성 신뢰도 낮음,"최종=0.489, 채널력=0.492, 성장성=0.500, 팬밀도=0.315, 라이브=0.396, 실전성=0.984, 운영제외리스크=0.000, 검증필요리스크=0.196",순위 7단계 하락 / 최종점수 -0.001
1352,1407,UChIUW2qBQEX36Co0ygoNsMg,GUNBBANG MUSIC 건빵뮤직,,커버기타,6890.0,7316.1,0.0012379328945154,0.4891450860148715,0.6871355291576674,0.5354946737662366,0.0145788336933045,0.4203721168874098,0.99272,보류,False,,성장성 신뢰도 양호,상위 세그먼트 불명확,"최종=0.489, 채널력=0.687, 성장성=0.535, 팬밀도=0.015, 라이브=0.420, 실전성=0.993, 운영제외리스크=0.000, 검증필요리스크=0.091",순위 15단계 상승 / 최종점수 +0.002 / 성장성 +0.001
1353,1409,UCE3q8VKqIT_vOL4b9Nl8chA,오리하라 / Orihara,음악·보이스형,성우,16100.0,12588.7,0.0206174556035453,0.488708626562214,0.4473947084233261,0.2435381355932203,0.361231101511879,0.8857991360691143,0.98208,보류,False,,라이브친화도 상위권 / 성장성 신뢰도 양호,수집 영상 수 부족,"최종=0.489, 채널력=0.447, 성장성=0.244, 팬밀도=0.361, 라이브=0.886, 실전성=0.982, 운영제외리스크=0.000, 검증필요리스크=0.224",순위 3단계 하락 / 최종점수 -0.001 / 성장성 -0.000
1354,1411,UCBTsPtRCh6ln3IRQFjhjh1A,타튜브 TATUBE,,게임기타,343000.0,161638.7,0.0070861049484454,0.4886521488679138,0.9312230021598272,0.3468030670164574,0.0674946004319654,0.4203721168874098,0.89272,보류,False,,성장성 신뢰도 양호,상위 세그먼트 불명확,"최종=0.489, 채널력=0.931, 성장성=0.347, 팬밀도=0.067, 라이브=0.420, 실전성=0.893, 운영제외리스크=0.000, 검증필요리스크=0.091",최종점수 -0.000 / 성장성 +0.000
1355,1412,UCc9xKeoA20lu3ODS5CfFqaw,날비,게임 실황형,명일방주,1070.0,62607.3,0.0187636154573716,0.4883636034557236,0.5207883369330454,0.5,0.3282937365010799,0.3960583153347732,0.97536,보류,False,,뚜렷한 강점 신호 부족,성장성 신뢰도 낮음,"최종=0.488, 채널력=0.521, 성장성=0.500, 팬밀도=0.328, 라이브=0.396, 실전성=0.975, 운영제외리스크=0.000, 검증필요리스크=0.308",순위 8단계 하락 / 최종점수 -0.001
1356,1414,UCRMoIS5H018gLT88dkl8Edg,여재,버츄얼 퍼포먼스형,버튜버,1060.0,206.3,0.0078901595281631,0.4880539283120396,0.2759179265658747,0.5314143998044101,0.0847732181425486,0.8660389635396776,1.0,보류,False,,라이브친화도 상위권 / 실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.488, 채널력=0.276, 성장성=0.531, 팬밀도=0.085, 라이브=0.866, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000",순위 6단계 하락 / 최종점수 -0.001 / 성장성 -0.000
1357,1415,UCRlH02y9cyr0zgtVEto0dZQ,일해라 차홍시,버츄얼 퍼포먼스형,버튜버,1870.0,5867.2,0.0154016869582627,0.4878953945408278,0.4387284017278617,0.5139760039692433,0.2473002159827214,0.4203721168874098,1.0,보류,False,,실전성 리스크 낮음,주요 자동 리스크 낮음,"최종=0.488, 채널력=0.439, 성장성=0.514, 팬밀도=0.247, 라이브=0.420, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000",순위 1단계 상승 / 최종점수 -0.000 / 성장성 -0.000
1358,1417,UClSxFYLMDT2fvUspgqT8H0g,셀럽이슈,,기타 연주,2780.0,90934.4,0.0060598396941886,0.4875439344445935,0.5952213822894168,0.6063356504937997,0.0550755939524838,0.4203721168874098,0.98376,보류,False,,성장성 상위권 / 성장성 신뢰도 양호,상위 세그먼트 불명확,"최종=0.488, 채널력=0.595, 성장성=0.606, 팬밀도=0.055, 라이브=0.420, 실전성=0.984, 운영제외리스크=0.000, 검증필요리스크=0.203",순위 14단계 상승 / 최종점수 +0.001 / 성장성 +0.002
1359,1418,UCEvPBqVvVKlpyV9hRhR1WnQ,스풉(SPOOP),음악·보이스형,커버,7360.0,11159.7,0.0137615073825841,0.4874883209503239,0.5593817494600432,0.5,0.2051835853131749,0.3960583153347732,0.99104,보류,False,,뚜렷한 강점 신호 부족,주요 자동 리스크 낮음,"최종=0.487, 채널력=0.559, 성장성=0.500, 팬밀도=0.205, 라이브=0.396, 실전성=0.991, 운영제외리스크=0.000, 검증필요리스크=0.112",순위 1단계 하락 / 최종점수 -0.000
1360,1419,UCh0J3PowcSjZRU9Rh-ESf0w,하탄방,음악·보이스형,ASMR보이스,17700.0,850876.0,0.0100628201406432,0.4873776423326135,0.7198704103671707,0.5,0.1247300215982721,0.3960583153347732,0.97536,보류,False,,뚜렷한 강점 신호 부족,성장성 신뢰도 낮음,"최종=0.487, 채널력=0.720, 성장성=0.500, 팬밀도=0.125, 라이브=0.396, 실전성=0.975, 운영제외리스크=0.000, 검증필요리스크=0.308",순위 10단계 하락 / 최종점수 -0.002
1361,1420,UCfsQunfqZQAYbtfhp-bTFgQ,흑눈이,창작·비주얼형,코스프레,4570.0,8314.1,0.0037549580152338,0.4872591193151442,0.5136204103671707,0.6217120774844275,0.0323974082073434,0.4203721168874098,1.0,보류,False,,성장성 상위권 / 실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.487, 채널력=0.514, 성장성=0.622, 팬밀도=0.032, 라이브=0.420, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000",순위 5단계 상승 / 최종점수 +0.000 / 성장성 -0.000
1362,1421,UCQYRhvRU8i2bnccFsW3rTEQ,나무위키영,버츄얼 퍼포먼스형,버튜버,2240.0,15251.6,0.0136462485248406,0.4872161622689167,0.6049676025917926,0.4928760593220339,0.2019438444924406,0.3960583153347732,0.98432,보류,False,,뚜렷한 강점 신호 부족,성장성 신뢰도 낮음,"최종=0.487, 채널력=0.605, 성장성=0.493, 팬밀도=0.202, 라이브=0.396, 실전성=0.984, 운영제외리스크=0.000, 검증필요리스크=0.196",순위 2단계 하락 / 최종점수 -0.000 / 성장성 -0.000
1363,1422,UCyUTqCrtewjDtBOYCcJXrcg,미맥이의 쌀보리,,서브컬쳐게임,1120.0,459.4,0.0167561097857146,0.4866381729459013,0.2970302375809934,0.46301255640686,0.2786177105831533,0.7238567237057886,0.99272,보류,False,,라이브친화도 상위권,상위 세그먼트 불명확,"최종=0.487, 채널력=0.297, 성장성=0.463, 팬밀도=0.279, 라이브=0.724, 실전성=0.993, 운영제외리스크=0.000, 검증필요리스크=0.091",순위 2단계 하락 / 최종점수 -0.001 / 성장성 -0.000
1364,1424,UCbSscMhhqzQipTUBwnskUlQ,희찍 Heejjik,게임 실황형,로블록스,1320.0,1120.4,0.0068772022520017,0.4862615680098565,0.3600431965442764,0.7142106022117629,0.0637149028077753,0.4203721168874098,1.0,보류,False,,성장성 상위권 / 실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.486, 채널력=0.360, 성장성=0.714, 팬밀도=0.064, 라이브=0.420, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000",순위 3단계 상승 / 최종점수 -0.001 / 성장성 -0.000
1365,1426,UC8NA8qWLGkZc5Bkf8WY1ghQ,정남도입니다.,,커버기타,19200.0,4845.6,0.0133636096613398,0.4861902599882857,0.6811150107991361,0.435884533898305,0.1965442764578833,0.3960583153347732,0.98376,보류,False,,뚜렷한 강점 신호 부족,상위 세그먼트 불명확,"최종=0.486, 채널력=0.681, 성장성=0.436, 팬밀도=0.197, 라이브=0.396, 실전성=0.984, 운영제외리스크=0.000, 검증필요리스크=0.203",순위 6단계 상승 / 최종점수 -0.000 / 성장성 -0.000
1366,1427,UCedJp-SOZGgjxcAIivYEOxQ,아랏쏘_aratsso,창작·비주얼형,코스프레,44400.0,34853.4,0.0197363177967999,0.4861235226781857,0.5404292656587474,0.5,0.3444924406047516,0.3960583153347732,0.9664,보류,False,,뚜렷한 강점 신호 부족,수집 영상 수 부족 / 성장성 신뢰도 낮음,"최종=0.486, 채널력=0.540, 성장성=0.500, 팬밀도=0.344, 라이브=0.396, 실전성=0.966, 운영제외리스크=0.000, 검증필요리스크=0.420",순위 6단계 하락 / 최종점수 -0.001
1367,1428,UCRgIjSxiNJLeOqaksNN3xPA,블루 구피,버츄얼 퍼포먼스형,버튜버,6590.0,194.8,0.0651114438038233,0.4859969184617906,0.1490955723542116,0.3132553188057578,0.8758099352051836,0.4203721168874098,0.98208,보류,False,,팬밀도 상위권 / 성장성 신뢰도 양호,수집 영상 수 부족,"최종=0.486, 채널력=0.149, 성장성=0.313, 팬밀도=0.876, 라이브=0.420, 실전성=0.982, 운영제외리스크=0.000, 검증필요리스크=0.224",순위 23단계 상승 / 최종점수 +0.001 / 성장성 -0.001
1368,1429,UCxx7UvIhPkEQxaplaWS2hLg,초승달,버츄얼 퍼포먼스형,버튜버,71900.0,4243.6,0.0190454982478546,0.4856433010799137,0.5035637149028078,0.5,0.3331533477321814,0.3960583153347732,0.97536,보류,False,,뚜렷한 강점 신호 부족,성장성 신뢰도 낮음,"최종=0.486, 채널력=0.504, 성장성=0.500, 팬밀도=0.333, 라이브=0.396, 실전성=0.975, 운영제외리스크=0.000, 검증필요리스크=0.308",순위 5단계 하락 / 최종점수 -0.001
1369,1430,UCbgQBiDootkLjM_rSAtuy6g,핑키유니,,서브컬쳐게임,87600.0,34079.8,0.0207554202438698,0.4855640248662295,0.6267413606911447,0.330978329182611,0.3650107991360691,0.4203721168874098,0.98376,보류,False,,성장성 신뢰도 양호,상위 세그먼트 불명확,"최종=0.486, 채널력=0.627, 성장성=0.331, 팬밀도=0.365, 라이브=0.420, 실전성=0.984, 운영제외리스크=0.000, 검증필요리스크=0.203",순위 34단계 상승 / 최종점수 +0.002 / 성장성 +0.000
1370,1431,UCrOewqX02B0elLol61WJI9g,진모짱Fancam,창작·비주얼형,코스프레,78100.0,1541.1,0.0012635454687311,0.4855566391181768,0.6380129589632829,0.6243279882280562,0.0151187904967602,0.4203721168874098,0.8,보류,False,,성장성 상위권 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.486, 채널력=0.638, 성장성=0.624, 팬밀도=0.015, 라이브=0.420, 실전성=0.800, 운영제외리스크=0.000, 검증필요리스크=0.000",순위 29단계 상승 / 최종점수 +0.002 / 성장성 -0.001
1371,1432,UC4nCbv-lzug4KRndpI24nsA,초합금,음악·보이스형,애니송커버,49400.0,24711.8,0.0120772973143802,0.4855175505629837,0.5992845572354212,0.4795544569024283,0.1657667386609071,0.4203721168874098,0.99104,보류,False,,성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.486, 채널력=0.599, 성장성=0.480, 팬밀도=0.166, 라이브=0.420, 실전성=0.991, 운영제외리스크=0.000, 검증필요리스크=0.112",순위 2단계 하락 / 최종점수 -0.001 / 성장성 +0.000
1372,1433,UCQ4_xPPmycONoAPARl85Z7A,화단,,서브컬쳐게임,1980.0,49044.7,0.0163910750129804,0.4854672310577733,0.4828428725701943,0.5170912917457455,0.2715982721382289,0.4203721168874098,0.98376,보류,False,,성장성 신뢰도 양호,상위 세그먼트 불명확,"최종=0.485, 채널력=0.483, 성장성=0.517, 팬밀도=0.272, 라이브=0.420, 실전성=0.984, 운영제외리스크=0.000, 검증필요리스크=0.203",순위 9단계 상승 / 최종점수 -0.000 / 성장성 +0.000
1373,1434,UCBK0euBluQFeh_Eug7NmxgA,팝리스트,음악·보이스형,애니송커버,50400.0,543222.5,0.0078489690546203,0.4854110329648203,0.8526187904967601,0.3219014830508474,0.0831533477321814,0.3960583153347732,1.0,보류,False,,실전성 리스크 낮음,주요 자동 리스크 낮음,"최종=0.485, 채널력=0.853, 성장성=0.322, 팬밀도=0.083, 라이브=0.396, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000",순위 1단계 하락 / 최종점수 -0.001 / 성장성 -0.000
1374,1438,UC2Ggnkv2sxKXNuSWgAX5mkw,이라이곤,,서브컬쳐게임,1180.0,2509.0,0.0330135730501612,0.4850686128856775,0.3036987041036717,0.4005999679746842,0.5971922246220303,0.4203721168874098,0.98376,보류,False,,뚜렷한 강점 신호 부족,상위 세그먼트 불명확,"최종=0.485, 채널력=0.304, 성장성=0.401, 팬밀도=0.597, 라이브=0.420, 실전성=0.984, 운영제외리스크=0.000, 검증필요리스크=0.203",순위 6단계 상승 / 최종점수 +0.000 / 성장성 -0.000
1375,1439,UCHalRaMP9a0Royiz73RZhLw,원미닛브레이크 1MinBreak,음악·보이스형,커버,6730.0,63044.8,0.0135415804413527,0.4850486468610664,0.621841252699784,0.4967088211882375,0.1997840172786177,0.4203721168874098,0.97536,보류,False,,뚜렷한 강점 신호 부족,성장성 신뢰도 낮음,"최종=0.485, 채널력=0.622, 성장성=0.497, 팬밀도=0.200, 라이브=0.420, 실전성=0.975, 운영제외리스크=0.000, 검증필요리스크=0.308",순위 6단계 상승 / 최종점수 +0.000 / 성장성 -0.000
1376,1440,UCBkAScO32NEOKNa9VNcq_GA,갱구름,,서브컬쳐게임,2720.0,1510.6,0.0216404619371709,0.4848088465317645,0.4293736501079913,0.4960513331253963,0.3833693304535637,0.4203721168874098,0.97704,보류,False,,뚜렷한 강점 신호 부족,상위 세그먼트 불명확 / 성장성 신뢰도 낮음,"최종=0.485, 채널력=0.429, 성장성=0.496, 팬밀도=0.383, 라이브=0.420, 실전성=0.977, 운영제외리스크=0.000, 검증필요리스크=0.287",순위 9단계 상승 / 최종점수 +0.000 / 성장성 -0.000
1377,1441,UCWOAQkg_znEveHzgFPSBnyQ,이슈살롱,음악·보이스형,애니송커버,6720.0,10894.7,0.0145478813219436,0.484808191551234,0.5172516198704104,0.4956562910397312,0.2240820734341252,0.4203721168874098,0.99104,보류,False,,성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.485, 채널력=0.517, 성장성=0.496, 팬밀도=0.224, 라이브=0.420, 실전성=0.991, 운영제외리스크=0.000, 검증필요리스크=0.112",순위 5단계 상승 / 최종점수 -0.000 / 성장성 +0.000
1378,1442,UCQN70smCvLLa0HkT9TcXnMg,킴츄츄추,음악·보이스형,ASMR보이스,1360.0,3775.4,0.03046804975078,0.4848028583153347,0.2772813174946004,0.5,0.5556155507559395,0.3960583153347732,0.97536,보류,False,,뚜렷한 강점 신호 부족,성장성 신뢰도 낮음,"최종=0.485, 채널력=0.277, 성장성=0.500, 팬밀도=0.556, 라이브=0.396, 실전성=0.975, 운영제외리스크=0.000, 검증필요리스크=0.308",순위 2단계 하락 / 최종점수 -0.001
1379,1443,UCDYXZZJS3JAUGHNWd7-yN5A,O.Recorder 오리코더,음악·보이스형,애니송커버,1130.0,2699.3,0.0331598803179662,0.4847791002159828,0.2339767818574513,0.5,0.5988120950323974,0.3960583153347732,0.97536,보류,False,,뚜렷한 강점 신호 부족,성장성 신뢰도 낮음,"최종=0.485, 채널력=0.234, 성장성=0.500, 팬밀도=0.599, 라이브=0.396, 실전성=0.975, 운영제외리스크=0.000, 검증필요리스크=0.308",순위 7단계 하락 / 최종점수 -0.001
1380,1444,UC_VcuvQXrQDulzmjRa1CZdQ,사실역사학자,게임 실황형,붕괴스타레일,1040.0,2148.8,0.0253870482678286,0.4841373854250477,0.1684530237580993,0.4959001438256435,0.4573434125269978,0.6523981944743082,0.98208,보류,False,,라이브친화도 상위권 / 성장성 신뢰도 양호,수집 영상 수 부족,"최종=0.484, 채널력=0.168, 성장성=0.496, 팬밀도=0.457, 라이브=0.652, 실전성=0.982, 운영제외리스크=0.000, 검증필요리스크=0.224",순위 5단계 하락 / 최종점수 -0.002 / 성장성 -0.002
1381,1445,UC9mxejZ2HB5FictR8eVbeJA,호소이누 Hosoinu,게임 실황형,블루아카이브,104000.0,56217.2,0.0318957553244656,0.4840577713839364,0.5746085313174947,0.4047609104669231,0.57829373650108,0.4203721168874098,0.85808,보류,False,,성장성 신뢰도 양호,팬/클립/아카이브 채널 의심 / 수집 영상 수 부족,"최종=0.484, 채널력=0.575, 성장성=0.405, 팬밀도=0.578, 라이브=0.420, 실전성=0.858, 운영제외리스크=0.220, 검증필요리스크=0.224",순위 22단계 하락 / 최종점수 -0.003 / 성장성 +0.001
1382,1446,UC23nlEkGsrMOy6id99LuOMA,푸르,창작·비주얼형,코스프레,30800.0,2974.1,0.0124675265071223,0.4840395392279902,0.3480426565874729,0.4678631436649865,0.1760259179265658,0.8532824840580361,0.98208,보류,False,,라이브친화도 상위권,수집 영상 수 부족,"최종=0.484, 채널력=0.348, 성장성=0.468, 팬밀도=0.176, 라이브=0.853, 실전성=0.982, 운영제외리스크=0.000, 검증필요리스크=0.224",순위 1단계 상승 / 최종점수 -0.001 / 성장성 +0.000
1383,1447,UC8Ok2bbSHQ1yz6qb-4pAIaw,arti9미디어,음악·보이스형,애니송커버,2480.0,82.0,0.0402565183120383,0.4840111120604796,0.2047516198704103,0.3599127103222113,0.7057235421166307,0.4203721168874098,0.99104,보류,False,,성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.484, 채널력=0.205, 성장성=0.360, 팬밀도=0.706, 라이브=0.420, 실전성=0.991, 운영제외리스크=0.000, 검증필요리스크=0.112",순위 6단계 하락 / 최종점수 -0.002 / 성장성 +0.000
1384,1449,UCoSRXUS-IXSOWl5DmBS4D5g,그림아재,음악·보이스형,ASMR,1650.0,14187.0,0.0115807843518779,0.4837139399803326,0.5820464362850972,0.4581337603599456,0.1560475161987041,0.4203721168874098,1.0,보류,False,,실전성 리스크 낮음,주요 자동 리스크 낮음,"최종=0.484, 채널력=0.582, 성장성=0.458, 팬밀도=0.156, 라이브=0.420, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000",순위 1단계 상승 / 최종점수 -0.001 / 성장성 +0.000
1385,1450,UCys5GB9QJBUbmQOcTJd-RKA,냥이뮤직,음악·보이스형,보컬로이드JPOP커버,87700.0,268509.1,0.0082440573541745,0.4834159792656588,0.7331803455723542,0.5,0.0934125269978401,0.3960583153347732,0.97536,보류,False,,뚜렷한 강점 신호 부족,성장성 신뢰도 낮음,"최종=0.483, 채널력=0.733, 성장성=0.500, 팬밀도=0.093, 라이브=0.396, 실전성=0.975, 운영제외리스크=0.000, 검증필요리스크=0.308",순위 5단계 상승 / 최종점수 -0.001
1386,1451,UC_y3P6icZHlqwjUDkop2iEQ,AKKA 악카,,게임기타,52600.0,112104.2,0.0135329640682992,0.4834057259654472,0.8152537796976242,0.2692385128368671,0.199244060475162,0.4203721168874098,0.99272,보류,False,,성장성 신뢰도 양호,상위 세그먼트 불명확,"최종=0.483, 채널력=0.815, 성장성=0.269, 팬밀도=0.199, 라이브=0.420, 실전성=0.993, 운영제외리스크=0.000, 검증필요리스크=0.091",순위 69단계 상승 / 최종점수 +0.011 / 성장성 -0.000
1387,1452,UCRbuoLrFeB5WT_2MTBATyHg,덕후 미우,음악·보이스형,성우,4670.0,941.4,0.0295518227499605,0.4833463857414583,0.1903482721382289,0.5386549126848549,0.5356371490280778,0.4203721168874098,0.98208,보류,False,,성장성 신뢰도 양호,수집 영상 수 부족,"최종=0.483, 채널력=0.190, 성장성=0.539, 팬밀도=0.536, 라이브=0.420, 실전성=0.982, 운영제외리스크=0.000, 검증필요리스크=0.224",순위 58단계 하락 / 최종점수 -0.008 / 성장성 -0.000
1388,1453,UCJXgqlXQAtsc9BKWgE7RJ3A,Live O-라이브오,,음악기타,2240.0,2183.2,0.0070705700833481,0.4833033092564683,0.5488525917926564,0.5821296426096437,0.0669546436285097,0.4203721168874098,0.99272,보류,False,,성장성 상위권 / 성장성 신뢰도 양호,상위 세그먼트 불명확,"최종=0.483, 채널력=0.549, 성장성=0.582, 팬밀도=0.067, 라이브=0.420, 실전성=0.993, 운영제외리스크=0.000, 검증필요리스크=0.091",순위 16단계 하락 / 최종점수 -0.003 / 성장성 +0.001
1389,1454,UCF6t6b9lUpI_QBPsxkeo6Ug,시이야,음악·보이스형,ASMR보이스,7000.0,13053.3,0.0139748950629428,0.4832861896328293,0.5699379049676025,0.5,0.2100431965442764,0.3960583153347732,0.98432,보류,False,,뚜렷한 강점 신호 부족,성장성 신뢰도 낮음,"최종=0.483, 채널력=0.570, 성장성=0.500, 팬밀도=0.210, 라이브=0.396, 실전성=0.984, 운영제외리스크=0.000, 검증필요리스크=0.196",순위 8단계 상승 / 최종점수 -0.000
1390,1455,UCVBch0ZYeoO6nfhpJygr-tQ,필굿프라이데이-패션셀렙전문채널,,커버기타,25100.0,134076.8,0.0107259945966717,0.4831438759185587,0.7290631749460043,0.3843892257980721,0.1376889848812095,0.4203721168874098,0.99272,보류,False,,성장성 신뢰도 양호,상위 세그먼트 불명확,"최종=0.483, 채널력=0.729, 성장성=0.384, 팬밀도=0.138, 라이브=0.420, 실전성=0.993, 운영제외리스크=0.000, 검증필요리스크=0.091",순위 8단계 상승 / 최종점수 -0.000 / 성장성 +0.001
1391,1457,UC1ZhBh-iwdIFgnGemfm8ODQ,리쮸 LIZZU ASMR,음악·보이스형,ASMR보이스,10500.0,1462.4,0.0093694768094587,0.4828791491227476,0.407383909287257,0.6254788454643749,0.1139308855291576,0.4203721168874098,1.0,보류,False,,성장성 상위권 / 실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.483, 채널력=0.407, 성장성=0.625, 팬밀도=0.114, 라이브=0.420, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000",순위 22단계 하락 / 최종점수 -0.003 / 성장성 -0.000
1392,1458,UC9qU8jcEZExQCwQazPWZBtQ,쿨언니,창작·비주얼형,코스프레,26200.0,3644.1,0.0184433832374143,0.4828141409423673,0.4407532397408207,0.4748207431231523,0.3180345572354212,0.4203721168874098,0.99104,보류,False,,뚜렷한 강점 신호 부족,주요 자동 리스크 낮음,"최종=0.483, 채널력=0.441, 성장성=0.475, 팬밀도=0.318, 라이브=0.420, 실전성=0.991, 운영제외리스크=0.000, 검증필요리스크=0.112",순위 3단계 상승 / 최종점수 -0.001 / 성장성 +0.000
1393,1459,UCdAwinEmfmdBVTHQWygZCjQ,포르넬,버츄얼 퍼포먼스형,버튜버,2370.0,11394.6,0.0217430028083832,0.4827774803455723,0.4387014038876889,0.5,0.3849892008639309,0.3960583153347732,0.97536,보류,False,,뚜렷한 강점 신호 부족,성장성 신뢰도 낮음,"최종=0.483, 채널력=0.439, 성장성=0.500, 팬밀도=0.385, 라이브=0.396, 실전성=0.975, 운영제외리스크=0.000, 검증필요리스크=0.308",순위 7단계 상승 / 최종점수 -0.000
1394,1460,UCnYGvPToA9k30kwc1Z0y8Uw,자윤,,서브컬쳐게임,1320.0,6071.2,0.0208446186611805,0.4827756021202243,0.4951403887688985,0.3861391813007811,0.3677105831533477,0.4203721168874098,0.99272,보류,False,,성장성 신뢰도 양호,상위 세그먼트 불명확,"최종=0.483, 채널력=0.495, 성장성=0.386, 팬밀도=0.368, 라이브=0.420, 실전성=0.993, 운영제외리스크=0.000, 검증필요리스크=0.091",순위 4단계 하락 / 최종점수 -0.001 / 성장성 +0.000
1395,1461,UChyOrsvTjWDU3kH9e1pgnCA,이세카이 감귤,,서브컬쳐게임,1670.0,4670.4,0.0186402404033278,0.4827306859611231,0.4919546436285096,0.5,0.3228941684665227,0.3960583153347732,0.97704,보류,False,,뚜렷한 강점 신호 부족,상위 세그먼트 불명확 / 성장성 신뢰도 낮음,"최종=0.483, 채널력=0.492, 성장성=0.500, 팬밀도=0.323, 라이브=0.396, 실전성=0.977, 운영제외리스크=0.000, 검증필요리스크=0.287",순위 7단계 하락 / 최종점수 -0.001
1396,1462,UC6GOVAEwQ_OmIJwqEBdiE9g,체인진 Changejin,음악·보이스형,ASMR보이스,1480.0,11032.3,0.0197463003970412,0.4825739879257282,0.4414686825053995,0.4883483314700829,0.3450323974082073,0.4203721168874098,0.98208,보류,False,,뚜렷한 강점 신호 부족,주요 자동 리스크 낮음,"최종=0.483, 채널력=0.441, 성장성=0.488, 팬밀도=0.345, 라이브=0.420, 실전성=0.982, 운영제외리스크=0.000, 검증필요리스크=0.224",순위 3단계 하락 / 최종점수 -0.001 / 성장성 +0.000
1397,1463,UCpg0G_FT795o9Zf40EnKmpQ,파랑새파랑,음악·보이스형,ASMR보이스,2580.0,9568.4,0.0241501576355101,0.4825339598272139,0.3911582073434125,0.5,0.4314254859611231,0.3960583153347732,0.97536,보류,False,,뚜렷한 강점 신호 부족,성장성 신뢰도 낮음,"최종=0.483, 채널력=0.391, 성장성=0.500, 팬밀도=0.431, 라이브=0.396, 실전성=0.975, 운영제외리스크=0.000, 검증필요리스크=0.308",순위 10단계 하락 / 최종점수 -0.002
1398,1465,UC0vHVOZAq_5oG46F5zlkDFw,꿀 단편 드라마,음악·보이스형,ASMR보이스,2080.0,2925.1,0.01295213687928,0.4822936848725506,0.4663336933045356,0.5197962247621128,0.1868250539956803,0.4203721168874098,1.0,보류,False,,실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.482, 채널력=0.466, 성장성=0.520, 팬밀도=0.187, 라이브=0.420, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000",순위 17단계 하락 / 최종점수 -0.003 / 성장성 -0.000
1399,1466,UCl3BeouApLS6n1gCIbUsaiw,케이팝러버스클럽,음악·보이스형,JPOP커버,3060.0,4177.2,0.0252246154669883,0.4816239336587236,0.2891333693304535,0.5206454610163408,0.4519438444924406,0.4203721168874098,0.98208,보류,False,,뚜렷한 강점 신호 부족,수집 영상 수 부족,"최종=0.482, 채널력=0.289, 성장성=0.521, 팬밀도=0.452, 라이브=0.420, 실전성=0.982, 운영제외리스크=0.000, 검증필요리스크=0.224",순위 8단계 하락 / 최종점수 -0.002 / 성장성 +0.000
