최종순위,채널ID,채널명,대표상위세그먼트,대표하위세그먼트,채널구독자수,최근영상조회수평균,최근영상참여율평균,성장성점수_proxy,성장성신뢰도,성장성신뢰도등급,채널력점수,성장성점수,팬밀도점수,라이브친화점수,실전성점수,최종점수,액션버킷,성장성점수_raw,최종점수분위,채널력점수분위,성장성점수분위,팬밀도점수분위,라이브친화점수분위,실전성점수분위,shortlist_선정여부,shortlist_유형,운영우선순위,추천사유,주의사유,자동판정근거,순위변동,운영우선순위변동,최종점수변동,성장성점수변동,팬밀도점수변동,실전성점수변동,신규진입여부,액션버킷변동여부,shortlist_신규선정여부,shortlist_유지여부,shortlist_이탈여부,변동방향,변화요약,channel_thumbnail_url,channel_url,channel_custom_url,channel_title_api
1538,UC5_ozsFf9NM1XcvOXtMKH4g,고팽쓰,창작·비주얼형,코스프레,7970.0,1035.1,0.0188965268338424,0.4826523468626475,1.0,높음,0.335097192224622,0.4826523468626475,0.3299136069114471,0.4197304400149833,0.99104,0.464279798933724,보류,0.4826523468626475,0.1700863930885529,0.2289416846652267,0.3072354211663067,0.3299136069114471,0.5013498920086393,0.6263498920086393,False,,1461,성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.464, 채널력=0.335, 성장성=0.483, 팬밀도=0.330, 라이브=0.420, 실전성=0.991, 운영제외리스크=0.000, 검증필요리스크=0.112, 수기제외=0",-171.0,,-0.0260543967890192,-0.0313007514449782,-0.0836933045356371,0.0,False,False,False,False,False,급하락,순위 171단계 하락 / 최종점수 -0.026 / 성장성 -0.031,https://yt3.ggpht.com/Cr-eFUYwg0PY_OzCjJ5x_94cEgJTq3l1TGxwKlh0dB7-c7V5u8S-9bX4Qs5vv9kGAbeRvKpxqA=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UC5_ozsFf9NM1XcvOXtMKH4g,@gopaengsseu,고팽쓰
1539,UCpZuwSLQXzq5rvtiIIbxhfQ,류하 Ryuha,음악·보이스형,애니송커버,420000.0,49318.1,0.0119209617990797,0.3074178797748642,1.0,높음,0.7393088552915766,0.3074178797748642,0.1614470842332613,0.4197304400149833,0.9,0.4642028790346738,보류,0.3074178797748642,0.1695464362850972,0.8596112311015118,0.0296976241900647,0.1614470842332613,0.5013498920086393,0.0758639308855291,False,,1462,성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.464, 채널력=0.739, 성장성=0.307, 팬밀도=0.161, 라이브=0.420, 실전성=0.900, 운영제외리스크=0.000, 검증필요리스크=0.000, 수기제외=0",-118.0,,-0.0179009174524418,-0.0657340981525113,0.0194384449244059,0.0,False,False,False,False,False,급하락,순위 118단계 하락 / 최종점수 -0.018 / 성장성 -0.066,https://yt3.ggpht.com/BoxVXIY28KAAi78WC1CPNjHn4pBVyTsnHTXteFY7PHZF6NUv1AODmDlhCcqfAbmrFiaL7VJA=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCpZuwSLQXzq5rvtiIIbxhfQ,@ryuhazzang,류하 Ryuha
1540,UCZKUq_SL5xsScdEMTyy1XgQ,트립코코,음악·보이스형,보컬로이드JPOP커버,2180.0,1885.7,0.0156570553848687,0.5,0.0,미산출,0.4392008639308855,0.5,0.25,0.4001079913606911,0.98432,0.4639219887688984,보류,0.5,0.1690064794816414,0.4049676025917926,0.521598272138229,0.25,0.1142008639308855,0.5380669546436285,False,,1463,뚜렷한 강점 신호 부족,성장성 신뢰도 낮음,"최종=0.464, 채널력=0.439, 성장성=0.500, 팬밀도=0.250, 라이브=0.400, 실전성=0.984, 운영제외리스크=0.000, 검증필요리스크=0.196, 수기제외=0",-1.0,,0.0007243520518357,0.0,0.0021598272138229,0.0,False,False,False,False,False,유지,순위 1단계 하락 / 최종점수 +0.001,https://yt3.ggpht.com/qLO4rQ7jNTNk6IdCcIeSfgP5kLLfvAD7CyLECrYxWg28CQ0qSiSbT-H6T3mdSAlNEcDMR30X=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCZKUq_SL5xsScdEMTyy1XgQ,@tripcoco_shop,트립코코
1541,UCJ2OfDeaoqTQ0W2xF-nf5iw,나데 なで,버츄얼 퍼포먼스형,버튜버,1820.0,1198.6,0.044455288291999,0.4651215393133212,1.0,높음,0.1615820734341252,0.4651215393133212,0.7392008639308856,0.4197304400149833,0.94672,0.4638794432302798,제외,0.4651215393133212,0.1684665226781857,0.0345572354211663,0.2456803455723542,0.7392008639308856,0.5013498920086393,0.1158207343412527,False,,1761,성장성 신뢰도 양호,한국 타깃 적합성 낮음 / 수집 영상 수 부족,"최종=0.464, 채널력=0.162, 성장성=0.465, 팬밀도=0.739, 라이브=0.420, 실전성=0.947, 운영제외리스크=0.136, 검증필요리스크=0.326, 수기제외=0",-25.0,,-0.0028634312886304,-0.0152531039081064,0.0113390928725702,0.0,False,False,False,False,False,급하락,순위 25단계 하락 / 최종점수 -0.003 / 성장성 -0.015,https://yt3.ggpht.com/ObI9WFnQr00UmLVyxvwpp3FUhEpRYNAKjXTNH5aT4yORN0R2pRJtq1YsEhUgHXILGEBlcE7E6Ms=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCJ2OfDeaoqTQ0W2xF-nf5iw,@나데,나데 なで
1542,UCzv7UB2cZN5D0zHLehF8DwQ,나루조물딱,버츄얼 퍼포먼스형,버튜버,3700.0,5902.2,0.0241627356075468,0.3141734347029968,1.0,높음,0.4436015118790497,0.3141734347029968,0.433585313174946,0.4197304400149833,0.99104,0.4637844292309657,보류,0.3141734347029968,0.16792656587473,0.4163066954643628,0.0340172786177105,0.433585313174946,0.5013498920086393,0.6263498920086393,False,,1464,성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.464, 채널력=0.444, 성장성=0.314, 팬밀도=0.434, 라이브=0.420, 실전성=0.991, 운영제외리스크=0.000, 검증필요리스크=0.112, 수기제외=0",-128.0,,-0.0195262879772865,-0.0590023529581505,0.0010799136069113,0.0,False,False,False,False,False,급하락,순위 128단계 하락 / 최종점수 -0.020 / 성장성 -0.059,https://yt3.ggpht.com/_9iqlYmdWk8gHyOg69nAiPMnfZzgWvFtNf3XNiAiOo0vk5BtHwdE17TZonpV5yjoQEGsqQ396Q=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCzv7UB2cZN5D0zHLehF8DwQ,@나루아니,나루조물딱
1543,UCzwnpe_nXs4g3KfWCOZJn5g,배고판,음악·보이스형,성우더빙,2890.0,4130.9,0.0100129921820908,0.4610668797357345,1.0,높음,0.5168736501079914,0.4610668797357345,0.1258099352051835,0.4197304400149833,1.0,0.4634486810971516,보류,0.4610668797357345,0.1673866090712743,0.5464362850971922,0.2348812095032397,0.1258099352051835,0.5013498920086393,0.8887688984881209,False,,1465,실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.463, 채널력=0.517, 성장성=0.461, 팬밀도=0.126, 라이브=0.420, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000, 수기제외=0",-905.0,,-0.1184721379306082,-0.1631243895308701,-0.3212742980561556,0.0,False,True,False,False,False,급하락,순위 905단계 하락 / 최종점수 -0.118 / 성장성 -0.163 / 버킷 변경: 성장관찰 → 보류,https://yt3.ggpht.com/4OzvkWicV6FtAA67WtZ7p17C8z9NGmS9PqWvROu5Ov4Iswy2hFE64DQiZgiuvrrpcz9BeWVwFD8=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCzwnpe_nXs4g3KfWCOZJn5g,@qorhvks,배고판
1544,UCE3q8VKqIT_vOL4b9Nl8chA,오리하라 / Orihara,음악·보이스형,성우,16100.0,12687.7,0.0205617837834504,0.0994759972954699,0.875,높음,0.4486771058315334,0.1495414976335361,0.3639308855291576,0.8849892008639308,0.98208,0.4631441575663317,보류,0.0994759972954699,0.1668466522678185,0.4265658747300216,0.0040496760259179,0.3639308855291576,0.929535637149028,0.4322354211663067,False,,1466,라이브친화도 상위권 / 성장성 신뢰도 양호,수집 영상 수 부족,"최종=0.463, 채널력=0.449, 성장성=0.150, 팬밀도=0.364, 라이브=0.885, 실전성=0.982, 운영제외리스크=0.000, 검증필요리스크=0.224, 수기제외=0",-6.0,,-7.456835174107779e-05,-6.576015779169442e-05,-0.0032397408207344,0.0,False,False,False,False,False,하락,순위 6단계 하락 / 최종점수 -0.000 / 성장성 -0.000,https://yt3.ggpht.com/c8JDu24__7ySOJciR7FONRFf3_Z6xMpzYBDC0EkwYc1Izi35H87fmtznbOTIyURkMhUabf3d=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCE3q8VKqIT_vOL4b9Nl8chA,@오리하라,오리하라 / Orihara
1545,UCAPz0O516pT6ZPB25_n9HAg,Nunbusim ASMR,음악·보이스형,ASMR,50800.0,18181.0,0.0176022470967982,0.5467761993298933,0.5,보통,0.5047516198704103,0.5233880996649467,0.2980561555075594,0.4197304400149833,0.95088,0.4630203444915859,제외,0.5467761993298933,0.1663066954643628,0.5280777537796977,0.7003239740820735,0.2980561555075594,0.5013498920086393,0.1320194384449244,False,,1762,뚜렷한 강점 신호 부족,한국 타깃 적합성 낮음 / 수집 영상 수 부족,"최종=0.463, 채널력=0.505, 성장성=0.523, 팬밀도=0.298, 라이브=0.420, 실전성=0.951, 운영제외리스크=0.120, 검증필요리스크=0.314, 수기제외=0",-61.0,,-0.0091713347292368,-0.0301023733696979,-0.0053995680345572,0.0,False,False,False,False,False,급하락,순위 61단계 하락 / 최종점수 -0.009 / 성장성 -0.030,https://yt3.ggpht.com/53WT1nKcGt_ghZz_C187ypZQLO3f5DKrXc9oqRuiKyIyo_-0Bp9XWAIAeI0zTb0d9jeB0hF7yQ=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCAPz0O516pT6ZPB25_n9HAg,@nunbusimasmr,Nunbusim ASMR
1546,UCIPxAVHnP7J_ZrvFKYLtXNg,K-POP Fans Area,음악·보이스형,애니송커버,4580.0,13888.2,0.0250533650107918,0.4449973597702444,1.0,높음,0.5242710583153348,0.4449973597702444,0.4497840172786177,0.4197304400149833,0.75984,0.4628701433685854,제외,0.4449973597702444,0.1657667386609071,0.5653347732181425,0.1976241900647948,0.4497840172786177,0.5013498920086393,0.0178185745140388,False,,1763,성장성 신뢰도 양호,한국 타깃 적합성 낮음,"최종=0.463, 채널력=0.524, 성장성=0.445, 팬밀도=0.450, 라이브=0.420, 실전성=0.760, 운영제외리스크=0.120, 검증필요리스크=0.202, 수기제외=0",-16.0,,-0.002782883579088,0.0001167170539282,-0.0226781857451403,0.0,False,False,False,False,False,하락,순위 16단계 하락 / 최종점수 -0.003 / 성장성 +0.000,https://yt3.ggpht.com/NFBRNKHnD5ZcwZ9UYub07VXoREAFDIwOAl8I2ny9tyD_rU6vhzFHvJ5WgVdfgLG_oqvLOPe8KA=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCIPxAVHnP7J_ZrvFKYLtXNg,@k-pop_fans_area,K-POP Fans Area
1547,UCQVCygdDAhiV6Ur2fSLwSeg,팀 토리,음악·보이스형,JPOP커버,4580.0,315.7,0.0307123865788275,0.4635160805782963,0.5,보통,0.1452753779697624,0.4817580402891481,0.5593952483801296,0.4197304400149833,0.98208,0.4626297550801851,보류,0.4635160805782963,0.1652267818574514,0.025377969762419,0.3039956803455723,0.5593952483801296,0.5013498920086393,0.4322354211663067,False,,1467,뚜렷한 강점 신호 부족,수집 영상 수 부족,"최종=0.463, 채널력=0.145, 성장성=0.482, 팬밀도=0.559, 라이브=0.420, 실전성=0.982, 운영제외리스크=0.000, 검증필요리스크=0.224, 수기제외=0",96.0,,0.0239789645834249,-0.0182419597108519,0.0367170626349891,0.0156799999999999,False,False,False,False,False,급상승,순위 96단계 상승 / 최종점수 +0.024 / 성장성 -0.018,https://yt3.ggpht.com/CZ1wpPol7o6MWr3Zemoj039Shf0QqVDrFwoIdUeC4zvkae-vPuhGZgMyRQ1YJLjL28xRs3mUKQ=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCQVCygdDAhiV6Ur2fSLwSeg,@team_tori,팀 토리
1548,UCtI5qgSjXhQCSWkb4f9c3GA,머어엉,음악·보이스형,애니송커버,222000.0,66018.7,0.0180199228452311,0.2845774016987353,1.0,높음,0.6779832613390928,0.2845774016987353,0.3061555075593952,0.3078300710112932,0.99104,0.4622419122850073,보류,0.2845774016987353,0.1646868250539956,0.7975161987041036,0.025377969762419,0.3061555075593952,0.0024298056155507,0.6263498920086393,False,,1468,성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.462, 채널력=0.678, 성장성=0.285, 팬밀도=0.306, 라이브=0.308, 실전성=0.991, 운영제외리스크=0.000, 검증필요리스크=0.112, 수기제외=0",-132.0,,-0.0208795817870336,-0.0928990321195848,0.0205183585313175,0.0,False,False,False,False,False,급하락,순위 132단계 하락 / 최종점수 -0.021 / 성장성 -0.093,https://yt3.ggpht.com/XxjUhcD5JQjWjB3t40SPS7G47p3fIvTKKDzT_EliBPTqK0BL_je4EpeDyPgKfRCWjECzMuA8=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCtI5qgSjXhQCSWkb4f9c3GA,@머어엉,머어엉
1549,UCEqnhzixHrUjW8f489cgWCQ,에라센세,게임 실황형,원신,1320.0,14923.3,0.0200727746613636,0.4732673982732266,0.625,보통,0.3474622030237581,0.4832921239207666,0.3525917926565874,0.4197304400149833,0.98208,0.4620436397497381,보류,0.4732673982732266,0.1641468682505399,0.2456803455723542,0.3115550755939524,0.3525917926565874,0.5013498920086393,0.4322354211663067,False,,1469,뚜렷한 강점 신호 부족,수집 영상 수 부족,"최종=0.462, 채널력=0.347, 성장성=0.483, 팬밀도=0.353, 라이브=0.420, 실전성=0.982, 운영제외리스크=0.000, 검증필요리스크=0.224, 수기제외=0",-847.0,,-0.1100422782734661,-0.0903885262621553,-0.3876889848812095,0.0,False,False,False,False,False,급하락,순위 847단계 하락 / 최종점수 -0.110 / 성장성 -0.090,https://yt3.ggpht.com/UHKUz6ZuB1-AZ1dcylqdYfXWs6Hl2AZPzzEefDfWl646vrk2yEITmIEesE4yhgYlYNYTzFbL=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCEqnhzixHrUjW8f489cgWCQ,@errorteacher,에라센세
1551,UC8Kj5TUOgnG3BzNlFoaHahw,설이엔,,서브컬쳐게임,1960.0,3132.8,0.0202070617927438,0.4891162548389869,0.375,낮음,0.3643628509719223,0.4959185955646201,0.3558315334773218,0.4197304400149833,0.9748,0.4617835373391748,보류,0.4891162548389869,0.1630669546436285,0.2715982721382289,0.3957883369330454,0.3558315334773218,0.5013498920086393,0.2543196544276458,False,,1470,뚜렷한 강점 신호 부족,상위 세그먼트 불명확,"최종=0.462, 채널력=0.364, 성장성=0.496, 팬밀도=0.356, 라이브=0.420, 실전성=0.975, 운영제외리스크=0.000, 검증필요리스크=0.315, 수기제외=0",-3.0,,0.0006078210795831,-0.0029618369651652,0.0026997840172786,0.0,False,False,False,False,False,유지,순위 3단계 하락 / 최종점수 +0.001 / 성장성 -0.003,https://yt3.ggpht.com/YxfYQV0auFX5UL1VBKygThcYPPaMYxcBwxgjSWg-5jNKRGOSAK2Un1sgy_uVbm0yY8BNo8Jk=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UC8Kj5TUOgnG3BzNlFoaHahw,@설이엔,설이엔
1552,UCYoLImO_UtuPL_C7sGME7ng,자작가수이원Leewon,,커버기타,2190.0,1393.3,0.0122340147464302,0.5376803318571419,0.875,높음,0.4117710583153346,0.5329702903749992,0.16792656587473,0.4197304400149833,0.99272,0.4614983246290615,보류,0.5376803318571419,0.1625269978401728,0.3520518358531317,0.7224622030237581,0.16792656587473,0.5013498920086393,0.7308315334773218,False,,1471,성장성 신뢰도 양호,상위 세그먼트 불명확,"최종=0.461, 채널력=0.412, 성장성=0.533, 팬밀도=0.168, 라이브=0.420, 실전성=0.993, 운영제외리스크=0.000, 검증필요리스크=0.091, 수기제외=0",32.0,,0.0105454804788361,0.0337919527745305,0.0048596112311015,0.0,False,False,False,False,False,급상승,순위 32단계 상승 / 최종점수 +0.011 / 성장성 +0.034,https://yt3.ggpht.com/eSzEv86-Pw4A_7BY4PPyZy17G-I83h39vdeehwmWj-8QKU96ChuMnH_pI5k3bcS5stdnqF90=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCYoLImO_UtuPL_C7sGME7ng,@leewon212,자작가수이원Leewon
1553,UCWCqMQHaZgh_4EfXsY_1rAQ,따뜻한 태양 애니극장,음악·보이스형,ASMR보이스,7880.0,779.2,0.0075489370987284,0.5644523977154939,1.0,높음,0.4248920086393088,0.5644523977154939,0.0750539956803455,0.4197304400149833,1.0,0.4609943583129097,보류,0.5644523977154939,0.161987041036717,0.3766198704103671,0.7802375809935205,0.0750539956803455,0.5013498920086393,0.8887688984881209,False,,1472,실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.461, 채널력=0.425, 성장성=0.564, 팬밀도=0.075, 라이브=0.420, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000, 수기제외=0",-25.0,,-0.004877140443868,-0.0099401012767806,0.015658747300216,0.0,False,False,False,False,False,급하락,순위 25단계 하락 / 최종점수 -0.005 / 성장성 -0.010,https://yt3.ggpht.com/UFPy7psBZ5MWuBx5Dx14UTwLQ3zegJEdTTkgjSn38c2FjTnpN72ty5D9u_cpMcX_uUwulj7bzhM=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCWCqMQHaZgh_4EfXsY_1rAQ,@warmsunanimationtheater114,따뜻한 태양 애니극장
1554,UC5DQIbb0qo1qyXK6P6toysw,비현실 안내소,창작·비주얼형,코스프레,9260.0,535.4,0.0204821624081247,0.4984183784182567,1.0,높음,0.2688984881209503,0.4984183784182567,0.3606911447084233,0.4197304400149833,0.99104,0.4609016311818215,보류,0.4984183784182567,0.1614470842332613,0.126889848812095,0.4098272138228941,0.3606911447084233,0.5013498920086393,0.6263498920086393,False,,1473,성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.461, 채널력=0.269, 성장성=0.498, 팬밀도=0.361, 라이브=0.420, 실전성=0.991, 운영제외리스크=0.000, 검증필요리스크=0.112, 수기제외=0",-4.0,,4.305090616307794e-05,0.0024879579261223,-0.0026997840172786,0.0,False,False,False,False,False,유지,순위 4단계 하락 / 최종점수 +0.000 / 성장성 +0.002,https://yt3.ggpht.com/1u3_RNoWe3EokT9UQw97UqK1Sp_viOG7mFjMhsomajNsVgyKW_9GKBDUd9Jkez-d5XRWFd4q=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UC5DQIbb0qo1qyXK6P6toysw,@bihyeonsil_station,비현실 안내소
1555,UCAjO580oyUi_BElgi90CCaQ,호요용,게임 실황형,젠레스존제로,49900.0,31819.5,0.0013024244547504,0.5184766498048837,1.0,높음,0.5876349892008639,0.5184766498048837,0.0151187904967602,0.4197304400149833,0.99104,0.4606140594810923,보류,0.5184766498048837,0.1609071274298056,0.6684665226781857,0.6857451403887689,0.0151187904967602,0.5013498920086393,0.6263498920086393,False,,1474,성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.461, 채널력=0.588, 성장성=0.518, 팬밀도=0.015, 라이브=0.420, 실전성=0.991, 운영제외리스크=0.000, 검증필요리스크=0.112, 수기제외=0",-24.0,,-0.0048548907030103,-0.0002831541152792,0.0016198704103672,0.0,False,False,False,False,False,급하락,순위 24단계 하락 / 최종점수 -0.005 / 성장성 -0.000,https://yt3.ggpht.com/3VTdCopu44WHdsrY4aUMAU4BWJ7ZzjoHRF4H_LSykK3YD5u7XLJRsb1fWMn059WXIpqOfPo_J-Q=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCAjO580oyUi_BElgi90CCaQ,@hoyoyong,호요용
1556,UCtw6Qwx296E2N78PQidUjYw,The I's story,음악·보이스형,성우,2250.0,1608.0,0.03386641975672,0.5098611509172067,1.0,높음,0.1996760259179265,0.5098611509172067,0.6090712742980562,0.4197304400149833,0.95088,0.4605394943065816,제외,0.5098611509172067,0.1603671706263499,0.0593952483801295,0.658207343412527,0.6090712742980562,0.5013498920086393,0.1320194384449244,False,,1764,성장성 신뢰도 양호,한국 타깃 적합성 낮음 / 수집 영상 수 부족,"최종=0.461, 채널력=0.200, 성장성=0.510, 팬밀도=0.609, 라이브=0.420, 실전성=0.951, 운영제외리스크=0.120, 검증필요리스크=0.314, 수기제외=0",204.0,,0.0740354993212651,0.0124926140214038,0.3277537796976242,0.0,False,False,False,False,False,급상승,순위 204단계 상승 / 최종점수 +0.074 / 성장성 +0.012,https://yt3.ggpht.com/pSWM1yH8w7s2dU5uOgcQraZxlRih21NEk-lJBqzci40wTXkoYg_uKr-XqwV2QGqG6IalxOdo=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCtw6Qwx296E2N78PQidUjYw,@theisstory,The I's story
1557,UCHOpf6VZWP7L5clp9l-71Rw,유주환 JuHwan Yoo,음악·보이스형,보컬로이드JPOP커버,11900.0,1534.9,0.0191982706500044,0.5,0.0,미산출,0.3836393088552915,0.5,0.33585313174946,0.4001079913606911,0.97536,0.4604613356371491,보류,0.5,0.1598272138228941,0.3045356371490281,0.521598272138229,0.33585313174946,0.1142008639308855,0.3115550755939524,False,,1475,뚜렷한 강점 신호 부족,성장성 신뢰도 낮음,"최종=0.460, 채널력=0.384, 성장성=0.500, 팬밀도=0.336, 라이브=0.400, 실전성=0.975, 운영제외리스크=0.000, 검증필요리스크=0.308, 수기제외=0",-5.0,,-0.000187365010799,0.0,-0.0016198704103671,0.0,False,False,False,False,False,하락,순위 5단계 하락 / 최종점수 -0.000,https://yt3.ggpht.com/pUwJmHPFqyGZ5hTyUVCHbBQPpYFc43z2TjQuhAzUjRjEOO9p9eXRepHEJX5Gif2dtUmZFBLtPas=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCHOpf6VZWP7L5clp9l-71Rw,@jh_oo.0,유주환 JuHwan Yoo
1558,UC07WifQ_9jVkINSz5vNNhrw,까리땅,음악·보이스형,성우더빙,1850.0,1608.3,0.0178061565619405,0.3346816293476823,1.0,높음,0.4879589632829373,0.3346816293476823,0.3018358531317495,0.4197304400149833,1.0,0.4604252818308296,보류,0.3346816293476823,0.1592872570194384,0.4946004319654428,0.0512958963282937,0.3018358531317495,0.5013498920086393,0.8887688984881209,False,,1476,실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.460, 채널력=0.488, 성장성=0.335, 팬밀도=0.302, 라이브=0.420, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000, 수기제외=0",111.0,,0.0275966287863129,0.1133984142552601,-0.0286177105831533,0.0,False,False,False,False,False,급상승,순위 111단계 상승 / 최종점수 +0.028 / 성장성 +0.113,https://yt3.ggpht.com/-5LckkpcGL_WJcZm-RreyZ11DLABlO3IUtvgmu-yiN4GHw_Ha5uZ1RXtKx6AuulkwFcKYUIo=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UC07WifQ_9jVkINSz5vNNhrw,@kkalittang,까리땅
1559,UCNsIS0-f8lf_IO87zNX-3Lw,더데이지 Thedaisy,음악·보이스형,보컬로이드JPOP커버,1950.0,2327.8,0.0249877686937237,0.5,0.0,미산출,0.2715442764578833,0.5,0.4470842332613391,0.4001079913606911,0.97536,0.4602712708423326,보류,0.5,0.1587473002159827,0.1295896328293736,0.521598272138229,0.4470842332613391,0.1142008639308855,0.3115550755939524,False,,1477,뚜렷한 강점 신호 부족,성장성 신뢰도 낮음,"최종=0.460, 채널력=0.272, 성장성=0.500, 팬밀도=0.447, 라이브=0.400, 실전성=0.975, 운영제외리스크=0.000, 검증필요리스크=0.308, 수기제외=0",-8.0,,-0.0005377969762418,0.0,-0.0053995680345572,0.0,False,False,False,False,False,하락,순위 8단계 하락 / 최종점수 -0.001,https://yt3.ggpht.com/-HQtcp6nkCBCKbjAzX__s__Hh8imWXpTKQbN0DI4B-9ASo4bmq6QdtiftLquSN8tkY0G2BLUzw=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCNsIS0-f8lf_IO87zNX-3Lw,@daisy______416,더데이지 Thedaisy
1560,UCHno9XQTNe0MgtB0HYMXvbA,Etoile 에토일,음악·보이스형,ASMR보이스,81000.0,653109.1,0.0039726493951196,0.5,0.125,낮음,0.6846652267818576,0.5,0.0334773218142548,0.4001079913606911,0.97536,0.4601643593952484,보류,0.5,0.1582073434125269,0.8083153347732182,0.521598272138229,0.0334773218142548,0.1142008639308855,0.3115550755939524,False,,1478,뚜렷한 강점 신호 부족,성장성 신뢰도 낮음,"최종=0.460, 채널력=0.685, 성장성=0.500, 팬밀도=0.033, 라이브=0.400, 실전성=0.975, 운영제외리스크=0.000, 검증필요리스크=0.308, 수기제외=0",-5.0,,0.000305615550756,0.0,-0.0016198704103672,0.0,False,False,False,False,False,하락,순위 5단계 하락 / 최종점수 +0.000,https://yt3.ggpht.com/EGz32aB-zUO9QLegYqqDsk-p4p4DPpSVnsAOuFQZY1lEwmuAZiyu1ew5KTkjugNvXId4gwWFEQ=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCHno9XQTNe0MgtB0HYMXvbA,@etoileii,Etoile 에토일
1561,UC-V_wvGA0hJljbZKqNc2Fmw,요루야,,서브컬쳐게임,4080.0,14429.9,0.0160343401364536,0.5,0.0,미산출,0.4916711663066955,0.5,0.2624190064794816,0.4001079913606911,0.96808,0.4598464367170626,보류,0.5,0.1576673866090712,0.5005399568034558,0.521598272138229,0.2624190064794816,0.1142008639308855,0.2165226781857451,False,,1479,뚜렷한 강점 신호 부족,상위 세그먼트 불명확 / 성장성 신뢰도 낮음,"최종=0.460, 채널력=0.492, 성장성=0.500, 팬밀도=0.262, 라이브=0.400, 실전성=0.968, 운영제외리스크=0.000, 검증필요리스크=0.399, 수기제외=0",-1.0,,0.001211393088553,0.0,0.0021598272138228,0.0,False,False,False,False,False,유지,순위 1단계 하락 / 최종점수 +0.001,https://yt3.ggpht.com/eF3x2ylShfJvyvYijkD_2lTAhz7OoxiZ2CLX8fqnmxpb1hY4eSwNsf1ONUUCP6ILcTW3nvw9=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UC-V_wvGA0hJljbZKqNc2Fmw,@요루야,요루야
1562,UCoUIdGoAPCzOqjVwW04WUhA,숏필름 프로덕션 (ShortFilm Production),음악·보이스형,커버,1560.0,814.0,0.0126571397673827,0.537476333703692,1.0,높음,0.348974082073434,0.537476333703692,0.1787257019438445,0.4197304400149833,1.0,0.4595468919230825,보류,0.537476333703692,0.1571274298056155,0.2489200863930885,0.7300215982721382,0.1787257019438445,0.5013498920086393,0.8887688984881209,False,,1480,실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.460, 채널력=0.349, 성장성=0.537, 팬밀도=0.179, 라이브=0.420, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000, 수기제외=0",71.0,,0.019142393716876,0.0103394753695048,0.0615550755939524,0.0,False,False,False,False,False,급상승,순위 71단계 상승 / 최종점수 +0.019 / 성장성 +0.010,https://yt3.ggpht.com/3N3zaX0oObDDFQs17SsoV1LfzZLXE4eRVnH9_v2kPLqSjn00UqSsijPUhgxtpQik7EWZboKHEQ=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCoUIdGoAPCzOqjVwW04WUhA,@short_film_production,숏필름 프로덕션 (ShortFilm Production)
